trial,objective,episodes,env_steps,wall_s,params
91,299.49,3,13500,204.5,"{""werr"": [2001.4712898449263, 1912.1980678114219, 68.02626844983757, 0.14296238254724827, 1.0818007418340307, 4731.292474711263, 48.66590491526129, 4756.937514877135, 27.303843528781968, 164.7358367799084, 0.4489221509145023, 69.4262832024345], ""wu"": [0.02091023474041932]}"
92,318.07,3,13500,204.9,"{""werr"": [1955.3616734356385, 1749.6342365069895, 57.132173172148626, 0.14493111224773172, 1.1465245531603845, 4709.55722459299, 49.05341136856096, 4705.426845480763, 25.306854152270475, 147.95592665597397, 0.2454856863832907, 48.77384272127763], ""wu"": [0.02293441281022639]}"
93,288.98,3,13500,204.0,"{""werr"": [3494.592323701125, 4413.253647453989, 82.2263161020209, 0.14639483706396658, 0.9086029266483225, 2933.4202467816044, 59.75050055812634, 3272.316277375858, 23.838272145859552, 202.66512675695688, 0.5136447412705483, 30.835204068880948], ""wu"": [0.02095032924985713]}"
94,292.676,3,13500,204.1,"{""werr"": [3560.82812008732, 4991.635054136672, 86.56048366899115, 0.1400071485894137, 0.4790949000994701, 2762.187729042138, 120.26202683818761, 3435.2088838204863, 64.47525995720864, 213.98127003959846, 0.4463293642793735, 31.435130772075194], ""wu"": [0.039582417960449624]}"
95,294.917,3,13500,204.5,"{""werr"": [3582.622653675037, 4942.081889997209, 79.87743688696187, 0.1457268270264704, 0.473051324229789, 2915.287527229189, 63.305463450342, 3322.4575969957805, 79.84439745294081, 211.46727501904152, 0.4794193407592634, 32.45010657127658], ""wu"": [0.0186087153927101]}"
96,334.379,3,13500,204.4,"{""werr"": [3328.927487751474, 4702.670603023094, 43.70396071188257, 0.160672147220649, 0.4739068606987557, 2940.994466565646, 19.720636739309825, 3252.682995360076, 78.84161305669117, 89.77292653837864, 0.6393231744103178, 27.040318295939926], ""wu"": [0.03930858770572715]}"
97,291.455,3,13500,203.9,"{""werr"": [4450.784309564147, 4103.272212212559, 74.44670164234454, 0.10004884210735886, 0.48162018848003585, 1897.9747134389409, 62.310355464414435, 2772.3321700413862, 58.23756936879459, 225.2152703218907, 1.0603425488661917, 21.433422123162966], ""wu"": [0.018239670829936504]}"
98,301.601,3,13500,204.3,"{""werr"": [3777.8268901036217, 2931.68873749395, 25.203426582919125, 0.10130848268414198, 0.36979174535443643, 1783.5719570943816, 35.73782669142408, 2490.963230176531, 62.15999611212775, 217.15940918900276, 1.1105712473969755, 35.45912061650738], ""wu"": [0.019292998707135394]}"
99,300.794,3,13500,203.5,"{""werr"": [1152.6522655944918, 3904.132821287282, 122.22885184757051, 0.25410980715914167, 0.25900412149828267, 2977.19266603763, 64.34426439082462, 2826.2422925722635, 93.6014895354504, 97.68188348018667, 0.42980038912464685, 17.94021775309942], ""wu"": [0.018917129749262598]}"
93,292.466,6,27000,407.5,"{""werr"": [3494.592323701125, 4413.253647453989, 82.2263161020209, 0.14639483706396658, 0.9086029266483225, 2933.4202467816044, 59.75050055812634, 3272.316277375858, 23.838272145859552, 202.66512675695688, 0.5136447412705483, 30.835204068880948], ""wu"": [0.02095032924985713]}"
87,292.144,6,27000,403.8,"{""werr"": [1801.0152926890962, 1900.4656296601129, 348.52191900120215, 0.13894715564527807, 1.185444962575336, 3279.480893754617, 189.28654088952746, 1130.1294447947753, 26.094932785226508, 208.64782819026695, 0.31493237931557116, 71.1080889331076], ""wu"": [0.024858108510549516]}"
85,293.074,6,27000,404.0,"{""werr"": [1022.3769732372104, 1822.2917605011874, 388.7949134966334, 0.18360839558949907, 1.1211864325301342, 1996.4467888648946, 582.0611332760765, 1123.9092810129912, 15.777116097128241, 205.4770825925504, 0.2640928429959276, 76.07647194332617], ""wu"": [0.025073478245418564]}"
