trial,objective,episodes,env_steps,wall_s,params
83,110.077,1,4500,59.8,"{""werr"": [2578.686625694452, 1116.9396770511134, 2302.521007785447, 94.2093287025907, 0.28469046826524363, 1.6846634262704439, 6.84714717212269, 1338.3157741459843, 0.10294605462559418, 771.0830699056941, 1.1659135184188005, 895.6414991468273], ""wu"": [0.02478393768082802]}"
84,10410.6,1,4500,60.5,"{""werr"": [3710.129464642546, 550.7995093518412, 3637.5766975063602, 64.40551614775485, 0.10005325670659594, 0.239957610776037, 23.35976463782635, 3265.3753448385596, 745.7100237195654, 283.4269115415111, 279.3687268587961, 197.08533687205625], ""wu"": [0.08068833641390658]}"
85,27143.2,1,4500,59.9,"{""werr"": [981.7285135743366, 2225.242707393453, 1984.4832613833346, 113.94017884838723, 0.41944539576790046, 16.629890188521106, 4.017686232965986, 4904.509884249895, 0.223091008654223, 1799.8249980900105, 0.10099649171093696, 350.84092125577763], ""wu"": [0.031621332406100176]}"
86,35235.3,1,4500,59.8,"{""werr"": [2359.460989043584, 801.788730201675, 0.8898313902157144, 32.886931337497316, 0.2040542672875616, 0.44320063255226466, 11.26117996609402, 1514.6273434194813, 3412.500397995537, 640.4593970053206, 0.23251713599035362, 597.7149802235784], ""wu"": [0.06146660102718007]}"
87,13276.5,1,4500,60.7,"{""werr"": [2001.5882277026597, 1635.9403950340854, 673.8736211098985, 12.714051799569473, 0.808638260082421, 2.747692786514008, 16.02734683138906, 897.6017947014892, 1033.058363226555, 118.43664876212794, 0.5858852660069547, 1365.6621427052871], ""wu"": [0.012343694842697522]}"
88,33661.4,1,4500,60.5,"{""werr"": [1553.6620639241696, 2859.990306867091, 394.4283715074025, 918.345177332372, 0.5357988180508019, 1.0419976114115441, 2.7133706069818273, 2266.682259592544, 1371.1999288246166, 406.04681969245263, 0.34399654903547516, 405.96763191308986], ""wu"": [0.047634084069894445]}"
89,227811,1,4500,62.1,"{""werr"": [4869.591217447316, 0.8625302621448913, 278.7910574485403, 6.7079792470790975, 0.3211584553209564, 0.5555432214853407, 38.36992991832373, 618.5135303696952, 274.3197301924151, 41.26013311718631, 0.16887009609400627, 234.24289367667166], ""wu"": [0.1059504658039622]}"
90,1031.36,1,4500,60.8,"{""werr"": [536.3725684692678, 1159.5966844499849, 947.0658437428748, 29.675097195783845, 0.17390934299777003, 2.1771107518591952, 4.479584036425648, 2950.9100957166593, 431.3045776800417, 3124.374707838108, 4972.664316449759, 839.1398911261326], ""wu"": [0.03974013887088669]}"
91,26648.1,1,4500,61.7,"{""werr"": [0.10218157434250043, 4549.987228265175, 1511.5292518524764, 260.5849829835033, 0.44583097338643407, 0.3295598412145772, 25.645379501878363, 414.3816524226919, 4949.654491498319, 67.3057187913446, 0.8499558221174245, 2901.388329606303], ""wu"": [0.02741225400448081]}"
92,896.164,1,4500,59.9,"{""werr"": [3152.511760172766, 1347.08037565608, 1910.2246015297394, 3.569279934757199, 0.27004275801692595, 9.264533862673835, 50.8300257220759, 7.683720990375243, 1767.2397675324557, 2638.023653420654, 3.8536799311370484, 698.361620989081], ""wu"": [0.07756759595946083]}"
93,915.094,1,4500,60.0,"{""werr"": [2593.1982300645523, 668.4134493064114, 2479.0879030904075, 17.47146730780223, 0.12173462908234356, 7.3043727823416535, 82.67454687047356, 71.42755208564223, 2464.6246288112484, 3691.1814742545967, 2.2209451081838987, 1941.0917738685528], ""wu"": [0.06817967835412297]}"
94,953.459,1,4500,60.0,"{""werr"": [1234.139542378163, 1686.548414905956, 3485.6091590295464, 136.61384378553802, 13.235743036511519, 22.20774226785597, 32.83083972486031, 23.489167755196426, 2300.3255561329897, 1199.9272875632225, 6.934659065777071, 480.86341131373007], ""wu"": [0.056752510418865316]}"
95,23.9928,1,4500,59.8,"{""werr"": [3633.842846193065, 2106.1891712320644, 1702.7405071790283, 60.59445834228381, 0.30674122504015944, 4.522118927779763, 844.3775469421856, 3776.0830176598733, 3967.6797954817966, 2217.0372321136233, 2.9953702384984133, 4549.984082844143], ""wu"": [0.03310656022602144]}"
96,795.382,1,4500,61.0,"{""werr"": [3984.818027329622, 2337.7429997187264, 1238.271887349866, 51.00913037607898, 0.3439403763892297, 13.711981155344432, 1568.9620492536606, 1828.0001024207402, 3433.248573730912, 2025.853841557454, 3.3188073763714754, 4965.707375765725], ""wu"": [0.03230493268584309]}"
97,44.9837,1,4500,59.9,"{""werr"": [1785.7508674528794, 3170.5456869430195, 530.8992274372946, 97.99473424384085, 0.23129556048260036, 254.51489975372033, 182.4872602813109, 3741.6469664591855, 1550.4554441405473, 238.17598783731418, 31.4882004879517, 3052.388753906463], ""wu"": [0.018096601456262844]}"
98,439.811,1,4500,60.6,"{""werr"": [1878.5252496442051, 3178.120173930737, 537.7292625104412, 182.62272640921574, 0.2200613645096695, 257.1097881231546, 810.2888802446142, 3844.4548823207033, 3983.121243000798, 237.20812972782477, 21.79813068354387, 3781.4165432542704], ""wu"": [0.018488631835759075]}"
99,35314,1,4500,60.6,"{""werr"": [678.3783825031148, 3690.497707915695, 442.43315824024376, 66.74003963183247, 1.1508533481852767, 186.50795524785767, 307.9447831342866, 2623.6495017252023, 542.603331868874, 179.66372263184027, 1590.4237772675185, 3362.8394090354745], ""wu"": [0.01478830920503018]}"
100,28.2181,1,4500,60.0,"{""werr"": [1373.0319716673296, 4876.499671352236, 188.8907017040695, 461.8856422010337, 0.781100674782546, 33.06447731495258, 173.18492952806363, 3800.998906193575, 126.25148954306405, 314.79498352745304, 0.1270108789725338, 2422.7176724606275], ""wu"": [0.024704366579081]}"
56,151.68,2,9000,120.0,"{""werr"": [3105.0695488496503, 3559.6136925017254, 1289.874310718633, 47.833168246395005, 0.7914336017123301, 1.052987465938242, 4.685420007514175, 3578.056735124748, 1525.435163252843, 346.6853792193637, 0.13178228894131305, 299.50604792457045], ""wu"": [0.027130327714699514]}"
34,29639.3,2,9000,120.8,"{""werr"": [2448.577378231015, 1378.4904033405496, 1829.5577710034934, 66.34462399741894, 0.3096124673715845, 5.252068905323312, 42.277674876775436, 4603.984005157009, 698.7784571824637, 1767.4113805878585, 0.12615100828247822, 520.788050694794], ""wu"": [0.014667334446086883]}"
63,51676.6,2,9000,120.4,"{""werr"": [10.650458875311656, 3477.4057660496364, 385.3673742361788, 6.621640696324057, 6.392112584497744, 0.3094242595189928, 2.3839266595648123, 3000.938994671052, 325.1745656376127, 52.27625474610376, 0.711061203303233, 111.53846106531974], ""wu"": [0.050810966726524597]}"
